order_item_id,order_id,product_id,quantity,unit_price,discount_pct
e45059e7-0aa5-4c40-b893-e11bd0c564f4,a04629aa-fdf3-4899-b581-56dbb9a12572,fb669ba5-3ace-43d7-b1f9-27127810d17d,2,1613.0,0
1c9eed73-d64b-4056-889f-3191c6fcd4f5,a04629aa-fdf3-4899-b581-56dbb9a12572,c2acb1d2-05fc-44a0-aedc-b19c2621f084,2,387.91,0
cdb998e4-c1bc-4e7e-80d8-62b8593f333d,c69d59ec-0978-4670-8a03-f2c81ff09d59,e8a990ab-0566-4cc1-99a4-9b4b3a9881b1,2,139.17,0
598171cd-122f-4b42-a83c-125b262cb472,c69d59ec-0978-4670-8a03-f2c81ff09d59,d775aa95-1fa0-4af2-b4ba-fb861cff6518,1,69.02,0
1cca2e66-bb03-4d72-849e-677b5d2c189f,874f0f0f-e7db-4e55-86e3-8c3dc301252c,274668e3-dd1b-4be5-933d-1c020e987163,1,96.92,0
8e190506-2e84-46a2-ad0b-91e0419653fb,c9f89e3b-eedf-4442-b3e0-eedb8084dc69,024523dc-03b7-4d71-827e-eaa5873c1866,1,19.76,14
11aaf4bd-0a61-4122-80ec-b158e59322a3,c9f89e3b-eedf-4442-b3e0-eedb8084dc69,b42313a5-271f-42dd-ad75-047c63569245,1,336.58,13
b3110e91-4d24-4d85-bf06-6b0e1ddfab21,c9f89e3b-eedf-4442-b3e0-eedb8084dc69,70c2bf08-df66-4ec5-b280-28ab038a08fb,3,109.33,17
5c63ad34-8250-469a-bad4-05d01607342b,d9d0acec-f9fe-477e-a8b4-191468f419ed,06518ba4-d223-4b06-8ff5-669c05f2487a,3,278.14,0
e2995996-88bc-40fe-94a4-784c3a86af87,d9d0acec-f9fe-477e-a8b4-191468f419ed,28e70050-910e-437e-9748-dc3db7688534,1,670.64,0
9c5876af-bc51-4df2-a7ea-c372cd02db26,d9d0acec-f9fe-477e-a8b4-191468f419ed,df8a0610-4ba3-4709-af2a-f3f51fdb8a62,1,272.06,0
8ba03ce8-a8e1-4adf-af51-a05670c3fa8d,6b7e5beb-b58b-4b38-a12b-0d12186e793b,6c72fd65-1f64-44d0-a5ce-4a096e9ca08e,2,161.18,0
fa05a399-3efc-4830-b2cc-ec67de428923,e1b5e3c1-6a1c-4f19-9f9a-94f42868b2a9,34c4e8d4-8339-4607-99ea-63b85ad974a4,1,797.15,6
8953c8f0-7b8b-4103-bab3-88aabdeab120,e1b5e3c1-6a1c-4f19-9f9a-94f42868b2a9,e13a55b9-ebd0-4d98-8531-e4e1db612d7e,1,134.35,8
6bfdc29c-bfa5-4810-bb67-4ab4dfa97c7f,e1b5e3c1-6a1c-4f19-9f9a-94f42868b2a9,2a8db83e-17a0-4f11-9069-383772bed061,1,319.95,0
d41713b3-9517-4a44-b494-a4fd581b0af7,e1b5e3c1-6a1c-4f19-9f9a-94f42868b2a9,0f0fbc4e-e2a4-44b5-bf8c-403c7162e367,2,171.34,0
05599983-42fb-4f99-a213-f32e554c930f,e1b5e3c1-6a1c-4f19-9f9a-94f42868b2a9,86aac22c-86db-4d3f-8218-7f8d4b4bb8a0,1,2110.27,23
3c1c825c-b8b1-4a34-ad66-662b671d3419,4d032329-2331-4e9f-889b-98f9c28dd456,916235cb-fa83-49f6-adf0-9850d2c07a41,2,15.83,0
e5ecf4b2-f956-444b-8576-587318eec1db,99c0a235-81ac-4a24-bdf3-8edfa4e38b8f,b1db7093-eb12-4b67-9a2f-9308d321b5ce,1,163.84,0
57a8ab85-e82a-4775-a4d8-f1c92fa82965,7b749051-705a-4297-b7b0-e6d2b355d6a3,cc6d00b3-3f0c-4853-b0fd-42827e04e590,1,670.32,0
9e17af5f-fbf8-486c-8f75-074673bc262b,7b749051-705a-4297-b7b0-e6d2b355d6a3,d2e7b853-22cc-4de3-be7a-ce8f5027a401,1,180.42,0
60518546-77fa-49c3-93dc-1818b437238f,7b749051-705a-4297-b7b0-e6d2b355d6a3,6ab2c37e-b57c-4e8f-b20a-461dc7fe895b,1,94.5,0
8ebbf258-4c34-4c44-a321-eb606184fbaa,7b749051-705a-4297-b7b0-e6d2b355d6a3,5039c313-d7a7-47c9-9469-28a676f1eba0,2,234.27,0
359db07f-c032-457f-89a0-54f12bcccedc,8b39ea40-ff7d-42c8-9d74-e57f70de2496,ddf75d69-5186-4d25-97a3-dde5293aad89,3,34.41,0
912dfcd7-4ce1-43e8-b72e-3c177d7c29f0,8b39ea40-ff7d-42c8-9d74-e57f70de2496,87cc8b0c-c243-475a-ae67-da881b17fd2c,2,35.32,0
6c7f2b23-ea94-4646-ad14-8f14f8478494,d21453f9-131b-45e8-8b4b-472b2f087002,a8e20d7c-367c-41be-a3d5-6a386d33bac6,2,219.87,0
38781fef-6898-4748-8bd5-edcc6ecb6133,d21453f9-131b-45e8-8b4b-472b2f087002,ee1e9f81-7955-4f20-af3a-3fcbed709f27,1,17.36,0
372c0a18-fdc8-4789-8a79-fe9e34058adb,f0ad7298-4716-452a-8eb9-0138b24c9daa,db677ac4-6453-4599-a5ea-16266c024fd1,3,164.26,0
9220bab5-728e-4bc9-b11b-79e7d297d5f9,f0ad7298-4716-452a-8eb9-0138b24c9daa,7554ac76-5860-4b2d-aa77-c076542b3ba7,1,268.05,0
c3f3e60e-f603-4c8b-bb1f-06e6673d1be3,f0ad7298-4716-452a-8eb9-0138b24c9daa,b72473ef-86dd-4ec2-a3b2-f7f910ad5a9d,1,1133.53,0
f3032c7b-d69b-43e1-bf90-2ae87717316f,f0ad7298-4716-452a-8eb9-0138b24c9daa,eaecea0f-f253-4866-b31b-a26cd585e16d,2,876.02,0
e83d4302-04dd-4596-8f0d-d97ee128d2da,f5a30fc2-edde-496e-92e0-1172f113d7dd,bca250a6-2a43-4dbd-a040-7d677772de5e,2,14.2,0
3092bebe-b1f3-41d8-97ad-24c5ea290f8c,f5a30fc2-edde-496e-92e0-1172f113d7dd,da075910-30a9-4241-98ba-752d16e5bbd6,1,2509.32,0
3931d872-f0a3-413c-9bf3-77cc0b386349,34794af1-d90e-4e3d-a04a-dd0bb5d30b30,eca9402d-2a7a-414a-a615-5326a48523dd,2,59.66,0
dc2f6b35-6140-4d4c-86bc-b602ff7a45c5,34794af1-d90e-4e3d-a04a-dd0bb5d30b30,91ee8468-94c0-4c8c-9078-4f87a42fd562,3,22.97,0
92106ede-85de-4acb-a921-f32bca728432,b8c4edf5-46f8-4328-beaf-38905c95d7e3,f3ba7e0a-ec5f-4623-a4d3-954e93ae38a3,3,87.46,0
689f1a7d-bb29-4aab-8dbd-445ce50a95dc,b8c4edf5-46f8-4328-beaf-38905c95d7e3,caf1f86e-ecc5-494c-a565-b5b9b3d6e08f,5,1468.1,0
7f4fc075-9436-41f0-a761-2e4d808e525b,b8c4edf5-46f8-4328-beaf-38905c95d7e3,b6a34116-981e-4952-bb9b-6b1283db96d8,3,114.84,0
344251b4-f54c-48c3-ba3f-1a7deb6f5d76,34bd031f-75ca-4151-a469-073a3d456ddd,34200c06-9c86-43b4-bf94-cf0eadf2002c,1,253.46,0
0a746173-526b-47d8-a304-ea7ac0d571fa,34bd031f-75ca-4151-a469-073a3d456ddd,8f3465a9-8c7c-4bec-86d3-ee005bc6e82e,1,975.7,0
d32b4908-1d10-4386-b642-3fab075a697d,34bd031f-75ca-4151-a469-073a3d456ddd,5efb081e-38a7-4928-8d23-5d8199819c71,1,27.98,0
151df426-a17a-44dc-b713-f5e7c9aab58b,b0fee479-fb11-415c-9dd2-dee451e194f0,ba5befbb-888e-4a50-8504-cb8d34f1c04f,2,136.6,0
bb8404e0-2cff-4bc4-bb66-b870683d2327,b0fee479-fb11-415c-9dd2-dee451e194f0,ad68635f-81b2-43a9-b4ba-bad2fdba0d05,2,17.48,0
16292003-105e-4160-a6ba-7200ba485f6b,b0fee479-fb11-415c-9dd2-dee451e194f0,a489e2e5-a6cc-44fa-a11a-7241e2c920a4,1,1709.28,0
92d68a12-6a47-488d-8bdf-303e5844bb69,5effbffc-17bf-4111-9bd8-84a4b00863c2,44db64ad-9af3-4ed0-9c73-afbb7268c68d,1,46.23,0
d8b1e9c3-d61b-478d-9450-80506096bff8,5effbffc-17bf-4111-9bd8-84a4b00863c2,8246bfea-7666-442a-8d50-d973341449af,3,222.43,0
af611313-39fe-4aa6-b748-cf32ec3d6e80,5effbffc-17bf-4111-9bd8-84a4b00863c2,7054b3b3-66e8-4594-928a-e106604e5b6d,1,23.26,0
